1055.0,257.0
1048.0,256.0
1038.0,253.0
1026.0,251.0
1010.0,248.0
991.0,246.0
968.0,245.0
936.0,243.0
908.0,243.0
884.0,245.0
862.0,249.0
846.0,253.0
830.0,263.0
818.0,274.0
807.0,286.0
796.0,297.0
785.0,307.0
778.0,318.0
771.0,329.0
764.0,339.0
757.0,350.0
750.0,358.0
743.0,368.0
738.0,378.0
733.0,386.0
730.0,394.0
727.0,404.0
724.0,413.0
724.0,421.0
724.0,428.0
724.0,434.0
724.0,439.0
725.0,442.0
726.0,445.0
729.0,447.0
732.0,449.0
734.0,451.0
740.0,453.0
746.0,455.0
756.0,458.0
767.0,460.0
781.0,463.0
801.0,463.0
830.0,461.0
858.0,459.0
886.0,459.0
912.0,459.0
938.0,459.0
962.0,461.0
984.0,463.0
1004.0,465.0
1022.0,467.0
1038.0,467.0
1052.0,467.0
1062.0,467.0
1068.0,465.0
1070.0,465.0
1069.0,465.0
1066.0,465.0
1062.0,466.0
1056.0,467.0
1044.0,467.0
1030.0,467.0
1011.0,465.0
988.0,464.0
965.0,462.0
943.0,460.0
920.0,460.0
897.0,462.0
876.0,466.0
852.0,468.0
836.0,470.0
820.0,472.0
807.0,476.0
793.0,480.0
781.0,486.0
769.0,490.0
757.0,497.0
746.0,501.0
734.0,511.0
724.0,518.0
715.0,528.0
707.0,536.0
700.0,546.0
697.0,553.0
694.0,560.0
692.0,568.0
691.0,576.0
691.0,582.0
691.0,588.0
692.0,595.0
695.0,602.0
697.0,610.0
700.0,618.0
705.0,625.0
710.0,633.0
719.0,644.0
731.0,656.0
746.0,668.0
765.0,678.0
788.0,689.0
813.0,701.0
843.0,707.0
875.0,711.0
905.0,715.0
937.0,715.0
973.0,715.0
1005.0,717.0
1037.0,721.0
1069.0,721.0
1101.0,721.0
1133.0,717.0
1159.0,715.0
1179.0,711.0
1193.0,711.0
1201.0,709.0
1202.0,709.0
1201.0,710.0
1199.0,712.0
