1024.0,175.0
1019.0,176.0
1011.0,179.0
1002.0,181.0
990.0,183.0
973.0,184.0
954.0,186.0
934.0,189.0
912.0,193.0
889.0,198.0
866.0,202.0
846.0,206.0
826.0,211.0
811.0,219.0
795.0,227.0
784.0,236.0
772.0,248.0
762.0,262.0
754.0,276.0
749.0,289.0
745.0,303.0
745.0,315.0
745.0,326.0
748.0,336.0
753.0,345.0
762.0,356.0
776.0,366.0
795.0,377.0
819.0,389.0
845.0,403.0
873.0,417.0
897.0,425.0
921.0,433.0
945.0,439.0
969.0,443.0
995.0,447.0
1017.0,449.0
1037.0,453.0
1051.0,455.0
1061.0,455.0
1062.0,455.0
1064.0,455.0
1063.0,455.0
1062.0,455.0
1060.0,455.0
1058.0,455.0
1052.0,455.0
1046.0,455.0
1039.0,456.0
1030.0,456.0
1018.0,457.0
1000.0,460.0
981.0,463.0
962.0,465.0
943.0,468.0
923.0,471.0
903.0,474.0
880.0,481.0
858.0,487.0
833.0,495.0
810.0,507.0
786.0,519.0
762.0,531.0
744.0,543.0
728.0,555.0
716.0,567.0
704.0,579.0
696.0,591.0
692.0,603.0
688.0,615.0
686.0,626.0
684.0,638.0
685.0,648.0
688.0,656.0
691.0,665.0
698.0,674.0
709.0,684.0
722.0,694.0
741.0,704.0
763.0,715.0
787.0,722.0
815.0,728.0
840.0,732.0
864.0,736.0
892.0,736.0
918.0,736.0
942.0,732.0
964.0,730.0
984.0,728.0
1002.0,726.0
1016.0,724.0
1026.0,722.0
1030.0,722.0
1030.0,721.0
