1119.0,260.0
1118.0,254.0
1116.0,249.0
1113.0,242.0
1111.0,235.0
1107.0,226.0
1102.0,218.0
1094.0,208.0
1086.0,198.0
1074.0,186.0
1061.0,176.0
1047.0,166.0
1032.0,156.0
1017.0,149.0
1001.0,145.0
987.0,144.0
973.0,146.0
959.0,153.0
944.0,166.0
928.0,181.0
913.0,199.0
895.0,221.0
875.0,247.0
853.0,279.0
831.0,315.0
807.0,347.0
783.0,379.0
759.0,403.0
735.0,421.0
711.0,433.0
687.0,443.0
663.0,447.0
641.0,447.0
617.0,445.0
593.0,439.0
571.0,429.0
549.0,415.0
531.0,399.0
515.0,381.0
501.0,365.0
491.0,349.0
485.0,335.0
483.0,323.0
481.0,313.0
482.0,309.0
484.0,306.0
487.0,304.0
492.0,302.0
500.0,301.0
515.0,305.0
539.0,312.0
574.0,324.0
612.0,336.0
658.0,350.0
704.0,368.0
756.0,394.0
812.0,416.0
868.0,436.0
926.0,458.0
986.0,482.0
1044.0,500.0
1096.0,516.0
1146.0,528.0
1192.0,540.0
1230.0,550.0
1262.0,554.0
1288.0,558.0
1308.0,562.0
1320.0,564.0
1326.0,566.0
1328.0,566.0
1327.0,567.0
1325.0,568.0
1322.0,571.0
