1149.0,172.0
1146.0,172.0
1143.0,170.0
1136.0,168.0
1130.0,165.0
1121.0,160.0
1111.0,155.0
1100.0,149.0
1088.0,142.0
1076.0,135.0
1065.0,129.0
1054.0,125.0
1044.0,122.0
1035.0,119.0
1025.0,117.0
1016.0,116.0
1007.0,116.0
998.0,117.0
989.0,121.0
981.0,124.0
972.0,127.0
962.0,130.0
957.0,136.0
948.0,141.0
943.0,148.0
934.0,156.0
928.0,164.0
919.0,172.0
912.0,179.0
906.0,188.0
902.0,197.0
896.0,205.0
891.0,214.0
888.0,223.0
885.0,232.0
882.0,241.0
881.0,250.0
879.0,259.0
879.0,270.0
879.0,278.0
881.0,287.0
882.0,297.0
885.0,306.0
888.0,315.0
890.0,323.0
892.0,332.0
897.0,345.0
900.0,353.0
901.0,362.0
904.0,370.0
907.0,379.0
910.0,389.0
911.0,398.0
913.0,410.0
914.0,419.0
916.0,430.0
917.0,442.0
919.0,453.0
920.0,462.0
920.0,473.0
920.0,485.0
920.0,496.0
917.0,506.0
914.0,519.0
911.0,531.0
908.0,542.0
904.0,552.0
901.0,561.0
898.0,571.0
893.0,578.0
887.0,584.0
880.0,587.0
871.0,590.0
863.0,592.0
854.0,593.0
846.0,593.0
838.0,593.0
827.0,590.0
819.0,586.0
809.0,582.0
799.0,576.0
788.0,568.0
779.0,561.0
770.0,553.0
761.0,544.0
751.0,536.0
744.0,527.0
738.0,519.0
733.0,511.0
730.0,503.0
727.0,496.0
724.0,486.0
722.0,479.0
722.0,472.0
722.0,465.0
722.0,457.0
725.0,449.0
727.0,441.0
731.0,433.0
737.0,425.0
745.0,417.0
755.0,407.0
768.0,397.0
782.0,389.0
795.0,382.0
807.0,379.0
817.0,375.0
826.0,372.0
838.0,369.0
847.0,367.0
857.0,366.0
866.0,364.0
876.0,364.0
885.0,364.0
894.0,363.0
903.0,363.0
912.0,363.0
919.0,363.0
924.0,364.0
926.0,365.0
928.0,365.0
929.0,365.0
927.0,366.0
925.0,368.0
924.0,370.0
923.0,372.0
