623.0,653.0
622.0,647.0
621.0,640.0
620.0,633.0
618.0,623.0
617.0,613.0
617.0,598.0
617.0,582.0
619.0,563.0
620.0,539.0
620.0,511.0
620.0,483.0
619.0,455.0
617.0,425.0
615.0,395.0
615.0,365.0
617.0,335.0
619.0,309.0
619.0,283.0
619.0,259.0
621.0,237.0
623.0,217.0
627.0,203.0
631.0,189.0
635.0,177.0
637.0,167.0
641.0,161.0
645.0,155.0
648.0,152.0
651.0,149.0
653.0,147.0
656.0,144.0
658.0,142.0
661.0,139.0
664.0,137.0
668.0,134.0
672.0,132.0
676.0,131.0
682.0,129.0
689.0,127.0
697.0,125.0
708.0,122.0
719.0,121.0
736.0,119.0
758.0,117.0
790.0,115.0
825.0,113.0
867.0,113.0
907.0,115.0
949.0,119.0
997.0,125.0
1073.0,139.0
1125.0,143.0
1175.0,145.0
1227.0,147.0
1279.0,157.0
1325.0,169.0
1365.0,181.0
1399.0,191.0
1423.0,201.0
1441.0,209.0
1453.0,217.0
1459.0,221.0
1463.0,225.0
1465.0,231.0
1465.0,237.0
1464.0,242.0
1462.0,248.0
1459.0,256.0
1454.0,265.0
1445.0,277.0
1435.0,291.0
1419.0,304.0
1399.0,319.0
1376.0,330.0
1350.0,342.0
1326.0,354.0
1300.0,366.0
1276.0,378.0
1250.0,386.0
1216.0,390.0
1182.0,392.0
1146.0,394.0
1110.0,394.0
1078.0,392.0
1050.0,390.0
1026.0,386.0
1004.0,382.0
986.0,378.0
970.0,374.0
958.0,372.0
948.0,370.0
942.0,370.0
939.0,370.0
941.0,370.0
944.0,370.0
949.0,370.0
956.0,371.0
963.0,374.0
972.0,378.0
983.0,383.0
995.0,392.0
1007.0,401.0
1019.0,410.0
1034.0,422.0
1048.0,436.0
1059.0,451.0
1071.0,462.0
1076.0,475.0
1080.0,486.0
1083.0,497.0
1083.0,506.0
1083.0,515.0
1081.0,524.0
1076.0,532.0
1069.0,542.0
1060.0,552.0
1048.0,562.0
1031.0,570.0
1007.0,574.0
978.0,578.0
931.0,582.0
901.0,582.0
865.0,584.0
831.0,586.0
799.0,586.0
771.0,586.0
745.0,584.0
725.0,580.0
711.0,576.0
703.0,572.0
701.0,570.0
702.0,569.0
702.0,568.0
703.0,567.0
705.0,566.0
706.0,566.0
708.0,566.0
710.0,566.0
711.0,566.0
